# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp30355/fs-Conse_0-134-30361/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll1568"	1	0	3	19077620	30414759	17313270	22251030	42895560	13969189	70816760	10318680	33149870	8517340
"sll1570"	1	0	1	11195300	6589230	6774440	10563700	10470100	7522990	10803800	11654200	7173150	12144000
"sll1571"	1	0	1	893072	618623	3008230	7296170	1904750	0	981998	1802000	11360500	1497230
"sll1572"	1	0	1	1454410	68133504	4871870	5857410	6436390	14893900	44621900	2881770	22030700	12651300
"sll1573"	1	0	1	0	0	0	326013	0	110743	0	0	0	0
"sll1577"	1	0	18	45425682996	51544772026.3984	45093937143	54897927182	54195823014	39797888396.8984	64109087458.3008	52736323980.6992	62230089606.1992	55399454876.3008
"sll1578"	1	0	16	205476382459.398	159438339141	171838169527.199	179202252988.301	79933686638.4961	151187304047	46284917949	139234178287	136571145309.47	88150765098.1016
"sll1579"	1	0	19	17174726551.8008	15667837012.8018	8418806909.59961	12514318258.4004	17943969871.8008	11375800584.4004	10042988511.6016	14424527656	10250432828.2969	6396714089.19922
"sll1580"	1	0	17	13928432957	13460649175.3984	17736861226	9474653581.69922	17295893500.2031	18276480356.2998	17882116674.1016	17597681324	20327283220.7969	9375067993.5
"sll1581"	1	0	10	234300514	236761153	215185519	232295186.203125	141088707	237657230	328730290	323874430	213320036	250098901
"sll1582"	1	0	2	929442	6562058.8984375	5882927	5013613	3540640	6980010	14526800	4310870	1327265	5787990
"sll1583"	1	0	18	988106586	703700690	743645710	847836146	643246513	706332510	752373450	796431730	795735934	961410532
"sll1584"	1	0	3	29794700	22167900	24269180	20071530	19271070	18053730	18094050	22793070	31543400	27157510
"sll1592"	1	0	1	4292890	6644460	9491400	7275330	16273100	15825400	9214070	7852450	15125200	10579700
"sll1594"	1	0	7	126028350	210214340	167368670	128543300	155234360	159495780	140685790	168423440	143574940	148135520
"sll1595"	1	0	2	9895908	14342080	10122921	10534549	9545690	10952700	17474500	16088587	13312370	8428100
"sll1596"	1	0	2	17337780	18521550	5967316	10949680	14019360	11662940	38392500	26838130	21221290	10216020
"sll1605"	1	0	2	9249080	11399800	7721300	7808070	4173720	6520510	17183510	19928460	6076550	6819820
"sll1612"	1	0	2	35535700	23969680	20732800	22023300	17560880	16449090	18444620	18836680	28539400	25250320
"sll1614"	1	0	2	1671850	360671	0	47144.19921875	696867	453310	1048430	1141890	467883	556471
"sll1615"	1	0	8	56740514	35863083.5	56884782	39907560	54182337	31382697	69725830	87272965	67670050	52352175
"sll1620"	1	0	3	54372350	46504880	62535290	75796900	58011950	70111980	58859130	69151010	84880520	174433020
"sll1621"	1	0	8	769507552	998337196	1853198519	1497548145	1209231850	1740677042	1812062037	1842092414	2102154350	1836647814.10156
"sll1623"	1	0	2	14064163	11125600	5592130	11703336	2811710	911806	248197	5936346.6015625	1787750	3092410
"sll1624"	1	0	3	26359780	17656480	34680030	48423400	14980830	35441920	17781090	19650330	93725490	15418930
"sll1625"	1	0	7	117413810	90542780	140171060	145557090	109726990	121201370	131237970	167614220	230644500	172210760
"sll1626"	1	0	9	3145206849	2369472595	1418641496	1966284975	1721114604	1448668419	2044619103	3101512327	2102969603	2721290593
"sll1628"	1	0	6	115234380	55760970	167795100	106413680	109826260	227324400	111969690	120968570	203727360	209843114
"sll1629"	1	0	3	175231450	638311006	13736570	80082590	14137520	35814900	44160410	1307948476	22080770	25901300
"sll1633"	1	0	5	616787800	759091238	907232100	715826020	858490140	848058710	814929748	829280300	805788516	787041784
"sll1634"	1	0	2	12159630	19021510	17658530	18176260	17594970	19887020	27610900	21784600	6140120	19216070
"sll1635"	1	0	3	25331440	21518300	24383410	28862670	25160737	33198010	22493900	66174640	12474600	35106400
"sll1638"	1	0	4	1639349508	1742655964	2197029788	2569384178	1917221100	2456405304	2822012446	2694202112	2418805228	2792419876
"sll1640"	1	0	5	40705950	75299190	139165202	177384730	41474235	62640610	46670880	61803860	243529074	178185850
"sll1641"	1	0	11	268498420	509255244.300781	404863213	541136656.709961	347439382.150391	415601305	452364705	457659659.400391	508668351.200195	720760648
"sll1643"	1	0	1	2751190	14577800	6596190	10781900	17594300	2305280	7664410	0	5397790	14409800
"sll1651"	1	0	1	838427008	253167008	1373240064	452121984	1003230016	773488000	0	212176000	1565810048	428731008
"sll1653"	1	0	3	26399230	18202050	38584920	25528970	31295460	38403300	31873590	28933100	24366840	51157000
"sll1654"	1	0	5	893912104	846840884	1093617520	824559392	1059521392	714751704	582430676	707742116	624593080	888101296
"sll1656"	1	0	1	37710400	29681100	45760600	34959600	59915400	64379800	36759200	49271700	22240300	45760200
"sll1659"	1	0	2	19670710	29222220	41450920	14197150	25064740	38050800	13502700	14699740	24410860	17102950
"sll1662"	1	0	3	38254410	43718500	47504732	39968400	40510140	44578200	57606200	44596060	43183800	50040450
"sll1663"	1	0	11	740160412	480985979	740130613	681500495	493593789	843884919	688515426	573585603	796145936	754483379
"sll1665"	1	0	5	307244646	536877690.5	462888613	581292055	519268514.601562	438514258.601562	595483439.800781	772452508	528481650	549607952.796875
"sll1667"	1	0	5	159895639	122899205	79125830	90872859	109849930	76106020.9003906	71914390	125633551.101562	71961620	91713776
"sll1669"	1	0	2	46074100	54809800	85212600	57562600	58615000	46697600	49732300	41578500	59357500	62205600
"sll1672"	1	0	5	55177818	52114433.1992188	68203612.6015625	48714358.2988281	45750280	43884851.5996094	27471300	30740759	115389040	51214062
"sll1673"	1	0	3	34990808	25609600	27640078	39757888	34709540	59105589	96395746	20595730	27427830	30874800
"sll1675"	1	0	3	27679760	54931880	64712770	42858800	47071100	65007100	44145950	51776000	37487430	69635100
"sll1676"	1	0	2	28506190	25912100	17795301	28235540	12872969	15427040	11779860	10550210	7835520	3539920
"sll1677"	1	0	1	12508100	2380480	5335360	11935200	3504020	7645230	4134410	3605380	11719700	3773040
"sll1679"	1	0	3	125513380	93524520	149352600	112313330	120659296	119375604	156239700	126087286	87050100	98933620
"sll1680"	1	0	4	206354420	138464700	209074724	151449330	207903166	196076456	182498290	200313440	222905130	183666091
"sll1682"	1	0	4	110242810	75584200	89124325	73749060	100548240	92399840	48084990	87316800	64915880	65798990
"sll1683"	1	0	1	4492940	3861460	1020830	3123230	739284	1630470	1514950	7077890	356828	1853460
"sll1687"	1	0	4	58236600	31956112	62654040	20899940	13159696	8311470	8895440	12706880	25991160	38441358
"sll1688"	1	0	14	535368948	484978030	825400474	686654694	1023385552	899809946	899124448	670952083	565988710	569382782
"sll1689"	1	0	2	504075	1183860	326911	463494	6341070	3669926.40039062	17792100	18844900	9884200	10209300
"sll1693"	1	0	4	102078630	99413200	91816820	81034810	121235690	151679160	107786260	112258980	55734000	48500020
"sll1694"	1	0	4	285531242	204690172	280175560	262491575	159326286	221776004	108435186	177419269	182891360	160842065
"sll1696"	1	0	3	23127788	30413900	54487100	25811900	29805900	27113300	30497308	24415120	40267840	34005130
"sll1702"	1	0	1	0	684317	165840	710781	30882900	1828240	11480000	3554920	7561140	3501070
"sll1703"	1	0	1	9022220	3579590	8809450	2756370	4242420	3042740	3493200	2975530	1981420	8661720
"sll1704"	1	0	1	1712580	2582390	3214590	1331120	2085290	3513600	2270120	2106940	2370510	1939750
"sll1708"	1	0	1	0	13657500	0	10074800	11680500	2050200	0	6999570	1079830	4284170
"sll1709"	1	0	4	104742720	111143090	208135400	103579600	135460320	168463996	229058310	372101992	300623630	235599810
"sll1712"	1	0	7	1631514236.89844	2751568385.5	833860711	2118597801	1306898086	1463622586	798030418.5	1466673875	619824148.197266	906463229.5
"sll1713"	1	0	3	21333520	25813890	34215880	29895960	43762540	17417130	28903300	25748500	52223950	83919900
"sll1714"	1	0	1	6518700	9611560	14644200	6837190	13988100	7490040	2092180	9973050	28600800	10049400
"sll1721"	1	0	10	1261051319	14366081053	1476164897	1577765946.39844	13752963529	1467432412	1657782391	12024628606	1215170011	1330038901.60156
"sll1723"	1	0	1	8097530	3496670	12267800	8048510	13799800	5814240	16230200	3776190	23688200	5218680
"sll1735"	1	0	4	552487892	333483081.101562	502899708	339440504	321471096	339214366.898438	283867904	470027388	286103898	394659500
"sll1739"	1	0	3	33559550	37504710	43391690	28402140	25255930	27636060	21086380	18797800	30934240	15880160
"sll1740"	1	0	5	62536890	40274681	23922467.6015625	49055955	101639890	53092180	85212171	41159533	267442752	42874479
"sll1742"	1	0	8	517485155	615541959	677638651	415471195	701774193	603644377	453828138	464806465	580058049	413019768
"sll1743"	1	0	4	532373139	447452041	544344112	604958812	459554198	494707123	583498738	517803332	473589382	533161388
"sll1744"	1	0	12	3221811367	3566487937.60547	4081527096.20312	4613553281.40039	3826126608.89844	4014763057.99609	3651733767.50391	3449288532.10156	4354345838.10156	3631707328.79883
"sll1745"	1	0	5	1500480804	1673169241	1817002954	1298169663.19922	1613783551.29688	1735421164	1341180901.5	2453817304	1389360339	2582632732
"sll1746"	1	0	8	10390545048	16124657086	11134113149.3008	8063790087.60156	10441280960.0996	8848495904.20312	7061223605	7184647961	4404108894.80078	669856457.601562
"sll1747"	1	0	10	695766949	741760964	1123184439	531534807	769776000	765041837	626802264	899559387	1026307026	715583056
"sll1750"	1	0	2	26174700	25920220	36620950	41814590	25000100	31739674	27138610	28037610	41593800	31972110
"sll1757"	1	0	2	144867100	143168000	188771996	182573700	189109000	249792592	184968796	104515500	223600608	100500310
"sll1758"	1	0	1	3922220	1866280	5021370	2654370	12985800	0	9302010	4712880	3794040	841382
"sll1760"	1	0	2	66309350	52972510	104732100	65840640	74418340	89966744	74192390	65296050	133412196	93487100
"sll1762"	1	0	9	2026023202	1889891295	2377443979	1967361795	2275885818	1927908406.60156	2098342231.39844	2067955657.19922	1768469526	2192308384
"sll1764"	1	0	1	127729	0	0	519996	0	0	849784	17568500	0	1505080
"sll1766"	1	0	2	38492300	15580800	34782900	10332100	21482830	13970500	35120400	39881600	38932440	22810887.5
"sll1767"	1	0	3	512832431	311532643	226909795	282618805	249987933	158313430	236370780	283061403	187906192	147401944
"sll1769"	1	0	3	282606004	579931000	312766800	301904660	376805320	301897090	375423872	348691948	255740680	348422178
"sll1770"	1	0	4	20407693	19268085	18108156	19502787	8553070	12815414	8079743	6457310	12628855	7030075.296875
"sll1771"	1	0	8	345002005.5	322259634.601562	465459994	307570767.398438	442096730	449801916	302108717.700195	376455976	339554411	370117260.990234
"sll1772"	1	0	3	13506888.8007812	9371430	13496250	13709690	13656864	17716168.1992188	9675171	5517260	8005754	10048430
"sll1773"	1	0	1	0	736522	0	278203	0	0	0	0	0	0
"sll1775"	1	0	13	189509150	202109508	191904810	217253645	217576820	212399943	203492185	138765631	218306530	208283470
"sll1776"	1	0	3	89948140	48375740	81308020	84292280	79343620	51174820	98833010	63753590	76146970	58917620
"sll1783"	1	0	2	270170830	119441620	290244308	226123452	186977580	195718300	173128877	100016717	181981932	36779540
"sll1784"	1	0	4	897474276	711034108	672079308	622352100	623108700	614956600	476814404	528222720	346880600	544165930
"sll1785"	1	0	10	580383993	655912914	1064777092	823861169.300781	667669256	761901613	769622927	1133801845	1081040594	1226892317
"sll1786"	1	0	2	23627440	26383026	36949980	37622610	46044846	30163114	19509720	22257817	50362710	29353274
"sll1787"	1	0	29	2835933109.5	2550548684.10156	3188053968.60156	2919669984	3190741469	2655561408	2503838318.10156	2271265940.15039	3142962166	2729342103
"sll1789"	1	0	43	3193634300.5	3802303168.59961	2875958311	3237517342.5	3494492015.37988	2975869533.90234	2756548302.69531	2332355473.99805	2887126167.49121	2752621973.5
"sll1796"	1	0	2	383823800	347042252	528524970	365745144	342931796	342494208	455540998	234925512	374894772	260778372
"sll1799"	1	0	7	1601525580	1319276358	1825577753	1664549110	1849154244.20312	1725776862	2127176296.60156	2139723406	1781748888.10156	2160967642.60156
"sll1800"	1	0	5	560463854	615210042	385605251	633747062	490709233.199219	570061869	816690625.389648	1016387329	644074004.199219	888411918
"sll1801"	1	0	5	81459027	201514187	145890470	114592486	156424750	87116721	130556528	170795035	108033690	145982424.199219
"sll1802"	1	0	5	619524774	847693776	585077474	760252365	767627215	696642843	647521515	918410185	338413362	645372160
"sll1803"	1	0	2	18598506	13047544	30319803	14193620.1015625	172986270	21300413	3297758.5	3886872	25287478.5	1511239
"sll1804"	1	0	7	513464836	670177634	726649762	650387139	748456160	678840006	890227582	898682352	1003512371	1246359566
"sll1805"	1	0	4	834198784	784924992	711156108	833705924	1055894696	748233542	508919620	546988500	616465760	632620574
"sll1806"	1	0	7	1218759062	1195271762	1069264285	1000034796	1335069326	1009178201	845230511	1054806906	820772243	1209331550
"sll1807"	1	0	2	1526213.30078125	762602	1317628	1139564	34927716.6015625	1150651	3742805.3984375	2516952.296875	30064518	3113959.09960938
"sll1808"	1	0	12	1527447029	1701711056.5	2112049668.74902	2060337356	1781970978	2110809587.60156	1386119371.80078	1415683496.89844	1964427158	1365639336.48047
"sll1809"	1	0	3	1309032800	1271075368	1413898326	1030117722	1546329652	1489580640	671936922	1163391700	1186468264	909140176
"sll1810"	1	0	10	1296510804	1770002116.89844	1369326875	1543041267	1479524236	1447404857	1618274961.60156	1500937399	1209953546.80469	1234601427.39844
"sll1811"	1	0	2	2881877412	2349889108	2301899608	2400258224	2588011008	2199180508	2437486048	2133336900	1451741000	1935676064
"sll1812"	1	0	6	1426171422	1186812246	877446734	913466334	1049816918	905319064	518448678	1047171068	709324096	631996688
"sll1813"	1	0	4	1464619392	743064040	1487741656	811897216	1279302767	1012973950	1223128838	924894566	939908408	1047953966
"sll1815"	1	0	6	1037383944	1603630948	1951598836	1210431555	1522497960	1720173454	1777468004	1897620224	1823867362	1509953470
"sll1816"	1	0	5	228951064	209986852	263399968	214924022	504287582	240531798	162025441	157056229	221666108	288651562
"sll1817"	1	0	3	1024930896	489110500	331105796	570145008	398139704	445484908	395314608	515088308	356046692	221192696
"sll1818"	1	0	11	1803166341	1397009271	2047267856	1733273547	1932751602	2382908965	1856848834	1948589269.39844	2212620025	1907783673
"sll1819"	1	0	1	4487930	936318	2449360	5285290	10173100	1876860	2296230	4547070	90531104	1880880
"sll1820"	1	0	1	1763970	1683380	4933730	12945600	3377060	2650860	2633420	4317280	2916290	1274110
"sll1821"	1	0	7	1094603097	832991407.5	1180890977.59961	1304321823.19922	1139079016.5	914206890.5	728827893.498047	774681703	568299744.003906	687251319.199219
"sll1822"	1	0	5	365197254.398438	330044960	437362880	298245616.601562	666962054.296875	393109486.503906	700259468.5	254660112.898438	469839782.5	382571555.5
"sll1823"	1	0	16	801153962	712564181	711867653	865616053	791415450	945563592	951871209	919192814	878351007	917950969
"sll1824"	1	0	3	4077875	9189293	32425235	6296289	3708863	47690982	15106565	32776030	33482902	82864901.3984375
"sll1825"	1	0	2	50534600	74303600	50199990	28508140	74694200	67968900	44118500	29064380	55988440	21550950
"sll1830"	1	0	7	439325443	289895660	372915925	275674832	344808759	237566983	272554688.099609	295837474	285573299.601562	260655799.699219
"sll1833"	1	0	2	12034500	10927350	41475400	9395750	15775120	17253340	18021010	9182980	12048810	8846930
"sll1835"	1	0	7	568817699	790964463	528837413	471780046	494682402	442673612	757669520	726506750	333527000	525875064
"sll1837"	1	0	4	72926170	39023700	45864170	52099850	57835550	52583603	51139068	36563230	38244590	57758452
"sll1841"	1	0	11	2149476059	2316620552	2200065500	2115491160	2113706417	2327087650	1946315459	1777439378	2202191540	2448017640
"sll1848"	1	0	1	8468690	6759270	5928730	7894500	5849870	3451970	1191090	6118750	7904490	4898460
"sll1852"	1	0	7	201943007	171347154	112280957	184790390	133362917	126140084	121730124	170247745	117320774	102819965
"sll1854"	1	0	3	34197140	40257760	56550980	37700462	33971890	36990840	36539921	72954720	29893350	54980990
"sll1858"	1	0	1	0	0	243550	5669110	314109	356620	2984730	0	8280400	12858900
"sll1863"	1	0	3	76120440	86129680	64942782	57154600	71399590	86771390	45673020	60358820	32562500	45198460
"sll1864"	1	0	1	0	0	0	0	336487	0	0	0	0	2661320
"sll1866"	1	0	4	160531004	100193730	58679900	135941200	107217820	76489540	124986200	93085910	81442670	119268904
"sll1869"	1	0	2	13993200	6250410	5445249	9550811	6373860	8054929	8161880	9468168	1654860	7775800
"sll1870"	1	0	4	54111640	34991450	44535020	27550850	37302542	118715514	50554620	37513200	56337520	45866100
"sll1871"	1	0	2	22839210	13193420	15017350	25205930	11224600	13933500	19462450	13066870	18627790	8405310
"sll1872"	1	0	1	1415630	23417200	4887440	3315280	4969110	4898580	2313820	12411900	1875740	997907
"sll1873"	1	0	6	6046071768	4244611824	4324826074.47998	4118463664.55957	4223962354.49707	6202859545	3803994718	3712208376	3901690842.5	3485876667
"sll1878"	1	0	1	0	1145450	37418100	11309500	9109720	938461	4515070	2784930	9782250	12872800
"sll1879"	1	0	2	3456900	9507010	11493260	5807400	37612590	8913880	8500207	7500660	39659110	12486290
"sll1880"	1	0	1	5141920	8033320	13600500	5726200	10496900	7413750	4063540	5576360	9742900	3380560
"sll1883"	1	0	8	324035014	395105536	272883221	252588030	315234971	290464093	194706928	226822999	293960520	265229207
"sll1884"	1	0	3	20818830	18806260	56224560	27994770	28632180	26968962	42743060	22216530	21915940	28285070
"sll1888"	1	0	1	11995900	11368400	4416700	10227800	8381570	4471400	11138600	10426700	6071360	6589510
