# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp66336/fs-Conse_0-134-66343/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"slr0454"	1	0	3	32888910	14553040	38274120	14767780	17090600	21884210	13056190	11793420	24342830	57837215
"slr0455"	1	0	3	45942082	39001100	23986700	27747236	35487100	20735800	34859200	17082300	119796000	21548730
"slr0457"	1	0	1	0	0	0	0	0	0	13886700	2195570	0	7499870
"slr0458"	1	0	3	0	5652120	646142	8433780	0	20748810	6794750	16556650	12198900	53441900
"slr0459"	1	0	1	9607680	0	0	0	0	0	0	0	0	0
"slr0467"	1	0	1	0	22675300	0	3176680	25954400	32779700	0	0	23220400	0
"slr0468"	1	0	5	0	0	11136700	0	0	5832830	8743380	14921300	14160300	124100000
"slr0469"	1	0	4	591302412	1252912628	897534616	1241720384	983294600	752768420	1626365900	1100081916	894964976	1121294988
"slr0473"	1	0	3	24863300	25148500	0	8649630	0	0	0	0	12495800	0
"slr0474"	1	0	1	0	0	0	1120980	0	0	2406330	0	380120	0
"slr0476"	1	0	1	1388718	0	635795	0	0	0	0	185006	0	0
"slr0477"	1	0	2	16667700	43325600	65174800	61538200	33699700	31999700	49010650	48419900	32258040	42499400
"slr0480"	1	0	1	0	0	0	5688380	0	0	14177100	0	9071820	21544400
"slr0482"	1	0	1	0	214037	0	0	0	0	0	138400	0	0
"slr0483"	1	0	1	0	0	0	0	0	0	17748600	0	0	0
"slr0484"	1	0	6	24574100	14701500	23602740	35792030	13692700	25127590	743994292	81008000	19969700	186000670
"slr0487"	1	0	1	0	0	0	0	0	0	0	9206240	0	0
"slr0489"	1	0	1	0	0	0	0	0	0	0	23828400	0	0
"slr0502"	1	0	6	38135200	115419210	38304180	81532998	38543000	38423140	84908210	32854330	26733900	36643740
"slr0503"	1	0	3	55947500	65179200	75743600	83667110	94120600	156336496	120495604	46641100	89404100	88263900
"slr0506"	1	0	8	592545500	597353300	465821904	719632796	590487004	528862396	574921800	367730500	539416832	464441100
"slr0513"	1	0	1	6675880	0	0	0	0	0	0	0	0	0
"slr0516"	1	0	3	0	13952300	0	15428700	13635400	0	0	0	33463600	27974000
"slr0519"	1	0	1	0	0	0	32885100	4826600	13477400	38810800	0	0	0
"slr0520"	1	0	2	110247000	119174000	120493000	129304000	105228000	135068000	41019500	66276300	81684704	121691000
"slr0521"	1	0	1	0	0	0	0	0	0	2619860	0	0	0
"slr0523"	1	0	2	30206600	25267000	42740000	28635100	37439700	76468896	37469450	13542800	45397600	14458800
"slr0525"	1	0	3	23933800	0	28713500	0	8437150	28296960	33251600	21887900	0	0
"slr0526"	1	0	1	12218500	14326500	21815800	9259580	15226600	13896900	5574130	16462800	0	10518100
"slr0527"	1	0	1	0	8557640	0	0	0	0	0	0	0	0
"slr0528"	1	0	7	244112004	303367800	248626016	235755400	250437299	246784700	465341052	546589200	188776196	204721516
"slr0534"	1	0	6	0	0	0	13421900	13105130	0	1278470	4848450	14779550	13538400
"slr0535"	1	0	1	10321900	0	0	0	0	0	0	0	0	0
"slr0536"	1	0	7	755819600	572570496	683194092	755353400	703881916	579062584	884080564	635944408	480884436	405845692
"slr0537"	1	0	9	279301414	374009420	243231000	319747800	250121400	441456200	703811700	557241784	252838304	411456526
"slr0541"	1	0	1	27000600	18061100	21619600	15023400	19149800	0	24236500	0	17490200	83220200
"slr0542"	1	0	4	37761300	100931100	96998440	50517300	16780900	87171200	150230200	155804796	76598800	190044962
"slr0543"	1	0	10	248493630	245162090	172387870	212932230	162502614	282103210	320775020	427108070	211577724	343627338
"slr0545"	1	0	1	0	0	0	0	0	5815000	0	0	6962700	0
"slr0546"	1	0	8	98621100	117454880	121924600	153848500	138342040	149412200	112501400	94437960	127993500	75592330
"slr0549"	1	0	3	150457600	118864600	243062400	196799800	212996630	150737050	292774360	209753900	154679620	300855912
"slr0550"	1	0	4	95694700	128754000	143613596	169827700	141755100	177379996	109009604	65488100	164974220	115913800
"slr0551"	1	0	12	196859952	412543300	279500835	446317400	180541360	200844820	149313800	110821310	133773580	172199084
"slr0552"	1	0	6	884448244	1068532878	832760576	797169912	860917522	577204408	834629516	1043885012	1262843516	950137202
"slr0553"	1	0	1	35450500	51995100	15508600	17775800	17282400	10734100	33947700	12884600	21889560	58884000
"slr0554"	1	0	2	0	0	0	19848300	0	0	12467200	0	0	9042000
"slr0557"	1	0	10	630955246	575931814	598588290	499250012	397342270	458692534	466800470	440757992	515307108	274312340
"slr0559"	1	0	8	1273380986	1782125476	1144964062	1386381968	964070940	1697368912	1888582416	1853911644	1849006072	1823308924
"slr0565"	1	0	1	11058300	13830400	17214400	11696200	11077600	56155000	13068000	13851000	40568900	66074000
"slr0569"	1	0	5	11725900	0	340253152	14874930	15497500	12813000	1104820	0	8512604	7978030
"slr0574"	1	0	1	0	12270400	0	0	0	0	0	0	0	0
"slr0575"	1	0	4	149496504	141204774	168438600	137285496	119529700	150845100	89795400	191481300	167126700	120998004
"slr0580"	1	0	1	0	0	38416000	0	0	26954600	12605600	0	0	16717800
"slr0582"	1	0	2	56450900	18108300	44146040	45166060	52043300	40914630	23526800	13509100	24811160	39965590
"slr0583"	1	0	5	38545800	198240600	41379800	64873810	44231500	66568700	70869200	97510900	0	42473700
"slr0585"	1	0	11	1796942058	1923435507	2464051993	2508122298	2259872451	2088793360	2296655524	1370505274	1770995578	2838045525
"slr0586"	1	0	4	53415490	20039090	58357900	10549400	18675500	2191500	62673500	24827450	58771290	48770200
"slr0587"	1	0	1	11169200	0	0	0	0	0	0	0	0	0
"slr0589"	1	0	2	0	0	0	0	0	8150350	0	20202600	0	0
"slr0591"	1	0	2	38572300	28752000	59406800	41133200	22233600	81879796	14578900	19405900	27867800	12765600
"slr0592"	1	0	2	0	21537600	21706100	29646800	18700500	44024400	29116600	24084900	25160800	14967000
"slr0596"	1	0	1	6181980	12277800	16167300	12930500	9886860	17103300	16702200	14744300	17386300	19274800
"slr0597"	1	0	13	696193018	1002999866	745588856	823512280	689334376	956126700	1052341996	759210292	632266896	784177872
"slr0599"	1	0	1	0	0	0	0	0	0	0	0	5546280	0
"slr0600"	1	0	8	218473680	214067200	263923732	242692100	222935700	230021110	143104420	247229372	168347300	166629300
"slr0601"	1	0	2	364253	0	0	1674560	0	0	201563008	0	0	0
"slr0602"	1	0	2	10099900	0	0	8002830	0	0	0	0	0	0
"slr0603"	1	0	2	0	0	12367600	0	5679660	0	0	0	0	7604260
"slr0604"	1	0	6	47228200	90946100	62328800	61023200	43195750	184370496	57135100	221453112	154521304	73977100
"slr0605"	1	0	3	13643600	5689160	28559970	8232240	14286780	24169034	2677300	9044430	0	7021030
"slr0606"	1	0	4	380503608	336729266	310663108	455519100	421943508	474051096	264239196	382632696	272939160	426423180
"slr0607"	1	0	1	9185810	4454920	15650440	3004220	26576940	2347200	22618150	8239340	36445160	20789580
"slr0609"	1	0	7	128386390	144030950	210284290	141187610	133286880	160582716	222752210	167395200	152895216	124114490
"slr0611"	1	0	2	47712700	4467500	19611200	11800500	0	30597600	21977100	13573300	0	10828000
"slr0613"	1	0	1	0	0	0	0	0	0	0	3582770	0	0
"slr0615"	1	0	2	0	0	0	0	0	0	5785270	0	0	5239730
"slr0618"	1	0	1	0	4418180	0	0	0	0	0	0	0	0
"slr0623"	1	0	7	6995613204	5465025952	8210345618	6503470912	5723543996	7861431586	4934695790	6026646348	6064176318	6277716366
"slr0624"	1	0	2	0	43222050	24895300	86074600	21459300	70726400	8038440	23904000	15811600	19108300
"slr0626"	1	0	3	58643500	63650900	98210204	74577300	88831600	89360300	117493800	110688800	158853896	87568110
"slr0628"	1	0	2	798562	0	0	380405	0	0	0	5859780	0	0
"slr0630"	1	0	2	0	0	0	0	0	2174980	0	0	4007400	0
"slr0633"	1	0	4	35052850	28081490	84608870	84763700	50943760	72850250	85021640	52878400	107744400	79799830
"slr0634"	1	0	2	17083200	14998200	24114800	50328850	15301200	0	11443600	0	0	27686170
"slr0637"	1	0	4	47859800	62495900	47741400	89839500	55426800	65639900	110854700	51937200	57680100	71722100
"slr0638"	1	0	5	241266420	293032396	295680600	241534404	189110800	206766000	229206300	233712596	158129100	125733196
"slr0645"	1	0	5	183031996	189583304	223438800	72690800	176839904	56398740	37257700	183284600	71686350	277556000
"slr0646"	1	0	3	0	2196160	42356300	6027610	3829650	36970300	36506220	44969200	48612530	20258450
"slr0649"	1	0	8	142346070	159943511	242753096	186624150	77121300	270688800	123520200	230765500	156386696	135746800
"slr0650"	1	0	2	0	5797960	23459040	25820470	9515110	23410680	0	12534000	15031020	23929160
"slr0651"	1	0	2	62789620	63936700	80624500	59831500	28638960	31834400	114777090	90866500	23062000	18376600
"slr0652"	1	0	6	198749200	150933900	167418104	312857500	198583800	216187200	218115640	91428480	142209604	190497500
"slr0653"	1	0	5	108190400	78628650	134911254	89810730	104320900	93909300	111662400	56729900	124327200	108230180
"slr0657"	1	0	8	140671260	309876130	490389732	265239000	259635940	300170600	369747476	334595700	627394716	468359208
"slr0658"	1	0	4	29047930	29974800	38019100	16827100	11495700	12789700	13017600	10530800	55050600	15787200
"slr0659"	1	0	9	136379700	158739400	157163440	157262700	117534600	135958100	88817210	88491660	83937000	316749300
"slr0661"	1	0	2	116039930	113050610	105684490	103257150	54438900	85604200	70568200	146998500	56989200	91011700
"slr0662"	1	0	4	11687900	22380860	10001100	21148600	13568300	0	21476200	18856000	20354190	13090987
"slr0664"	1	0	2	0	10553300	0	23164900	0	0	14560800	0	0	0
"slr0665"	1	0	28	762201380	1119496564	908435218	1036739554	699122042	763234540	891752200	770996340	868194506	854881058
"slr0666"	1	0	1	0	3222080	30219000	0	0	6633250	0	0	0	0
"slr0667"	1	0	1	16343000	0	0	18348900	0	0	0	0	20359000	0
"slr0670"	1	0	5	255754400	352681600	273430770	406679008	145024500	405499208	322456200	714428108	357569096	399821496
"slr0676"	1	0	5	389412152	203298800	211002900	556366592	479707200	477393208	471591800	301530454	406664296	394551908
"slr0677"	1	0	2	0	14806600	11684500	22233300	13425200	17573200	14947900	15836900	21134500	20679800
"slr0678"	1	0	1	29075600	21043300	22926600	44629400	46662900	19209600	72879600	57987700	26208600	44611410
"slr0680"	1	0	1	7852530	24874900	28710800	53304800	36828180	65351300	22617300	44723600	64324600	75644700
"slr0682"	1	0	1	0	4026710	8525790	0	0	0	0	0	0	0
"slr0687"	1	0	2	0	0	292463186	0	0	0	0	0	0	0
"slr0689"	1	0	2	0	0	0	0	0	7122500	17082300	0	0	53647200
"slr0692"	1	0	8	132172400	50145920	140161100	107720000	200208500	247054400	299116296	203633304	147602090	316897790
"slr0695"	1	0	2	115728200	117887000	102680830	104907000	86472800	142526000	162100992	133493000	99802096	158786000
"slr0697"	1	0	4	11899730	4585603	109399704	7938110	0	605308	131620491	7135890	0	3300086
"slr0698"	1	0	3	18296800	14013200	19538300	27684300	35273000	20820700	0	41705200	13485400	36520900
"slr0707"	1	0	8	23693280	6696590	69395790	39740100	132599604	43843830	134649940	61699270	18116100	19145400
"slr0708"	1	0	9	408463208	398498941	413930004	476019296	422003596	389788915	421281588	466742566	423028903	152849700
"slr0709"	1	0	2	43871750	101018400	67377100	41549100	37912400	143185004	87920800	97523800	39114560	96253500
"slr0710"	1	0	5	83597790	140810890	104007456	121248700	84463900	114698200	98735317	120230300	77055000	90862100
"slr0719"	1	0	7	68192700	16537410	64457020	45898840	20811533	30005340	14747121	0	131205020	35253800
"slr0721"	1	0	7	430385000	393834304	582538184	366783900	356686112	466148410	437412000	424894804	469986242	686642692
"slr0722"	1	0	2	8631370	0	0	8976830	4966220	10089800	4226280	7919170	0	11233000
"slr0723"	1	0	1	25221900	26486400	33800200	46935100	25236100	26083700	25355200	30647800	19116400	40540500
"slr0727"	1	0	3	43929630	33636040	20956420	33497620	14939460	51659720	16472990	17445870	48376490	55081040
"slr0729"	1	0	5	464338400	731481292	779567592	767190800	649226784	858754928	867237512	1057266962	819247202	928263216
"slr0731"	1	0	4	146583800	99328600	96559500	124898704	136839100	81550300	96042300	89287220	99834800	57862600
"slr0733"	1	0	1	0	7991050	0	0	0	0	0	0	0	0
"slr0734"	1	0	2	0	0	0	5911880	0	0	8575170	0	0	0
"slr0737"	1	0	4	3278077074	4992621526	2335751360	5716316618	3577837221	5034772754	3043150241	4995502132	1475187864	3764659277
"slr0738"	1	0	7	81016300	86553900	111947400	127962003	33050560	57874990	7119740	88554500	54753250	65891700
"slr0739"	1	0	4	168671796	152042800	225067800	152112200	160688000	135431300	112752304	142682800	102280200	320207800
"slr0740"	1	0	2	0	18444240	89645300	47635700	72475504	68143400	9949910	0	56506100	33311000
"slr0742"	1	0	1	17282700	12293600	13412800	14930900	8837230	15693600	11981500	4901570	11069900	7102920
"slr0743"	1	0	10	471070704	448051218	683822480	913476786	578121296	596545808	1035974608	730024892	547324158	1394378484
"slr0744"	1	0	23	568364189	879632763.796875	1260544258	1285319984	769440810	831445058	1405364202	913470819	1055705476	953176084
"slr0746"	1	0	3	26780400	12949100	23890900	46519090	16979100	29642600	23029250	13994400	24745600	38930300
"slr0747"	1	0	3	4476770	43298700	51822000	77239500	16706900	16641900	18510000	23348900	129824000	33417410
"slr0749"	1	0	3	0	0	0	0	0	0	0	0	17815990	37858770
"slr0750"	1	0	2	0	0	0	13012100	0	19256500	17028400	0	28789800	32175350
"slr0752"	1	0	17	2842372425	3055392408	2634455420	3645695818	2580906746	2351835570	3265848627	3127142094	2251694772	2802499994
"slr0755"	1	0	1	20432500	0	0	0	0	0	0	0	0	0
"slr0756"	1	0	2	61679400	91496724	119264800	92859434	99449426	72008600	103834896	72909300	81799800	74836180
"slr0757"	1	0	3	107510896	98396604	68677000	92307844	78637496	118227230	120268000	91253296	81148896	103868920
"slr0758"	1	0	3	29923200	68712600	43866700	137061104	60231600	93606200	84582900	57842300	34311200	33558600
"slr0765"	1	0	3	3613150	20078700	16708660	23169788	0	5992420	20082700	7644450	0	13017503
"slr0769"	1	0	3	45947400	21915000	37956200	50495300	74794300	68128800	54979504	72244140	118531630	119759496
"slr0770"	1	0	1	0	0	0	0	0	0	0	0	173106000	0
"slr0771"	1	0	1	31975900	0	21129800	0	29635600	0	0	0	10056000	0
"slr0772"	1	0	3	25905600	29520900	50566700	33739110	0	22616700	0	15629300	0	0
"slr0773"	1	0	2	23621500	13870300	24822500	13001400	14456480	7559350	11412700	18541480	3935150	11297880
"slr0774"	1	0	6	199824700	199576600	250484404	170861200	219130496	306096400	146631700	197870900	180418204	230543896
"slr0776"	1	0	6	204652336	151596550	142831696	191089160	148114713	147100000	94247390	111851500	132114800	134348810
"slr0780"	1	0	2	9482920	12361400	13467600	9980400	0	9172000	73029230	30040100	9905590	27529000
"slr0782"	1	0	7	47931940	0	23863800	25213994	0	52556100	30188350	73244160	8365460	0
"slr0783"	1	0	9	404342200	477307662	435008396	225394346	347044990	527781544	630204408	464129604	223404708	321477270
"slr0793"	1	0	4	1286791510	1420272808	708386424	888863093	834845024	790659108	1224068248	1626106675	516713116	878343900
"slr0794"	1	0	22	986569892	958831928	1348977350	770101496	1382062994	1182591174	1656672282	1325626451	1264091020	1327219592
"slr0804"	1	0	1	0	0	0	0	11425500	18444800	12038600	0	13764000	0
"slr0806"	1	0	3	13683400	41263000	55230900	36204400	43440400	37816500	45381000	47666610	33644200	56490900
"slr0807"	1	0	2	17982700	0	0	14493500	19698900	21149400	6066750	8194490	12340303	20484100
"slr0808"	1	0	2	0	0	9924430	10975300	10108000	41526800	62024000	34235600	6063750	29043200
"slr0809"	1	0	9	196023792	184525900	202096056	360050372	148148760	323969075	245116650	401891555	210919900	197779806
"slr0816"	1	0	2	117585	134394	21488550	135595	0	0	0	78329.8984375	8700560	20319400
"slr0818"	1	0	4	0	0	90797970	21522420	7681200	37059030	5259040	37060400	66898700	53739740
"slr0821"	1	0	3	624866204	507731008	930842424	582499048	371961940	608407408	904460616	509112400	849607608	670433192
"slr0823"	1	0	3	217721000	169640100	198421600	196432500	203148392	261235200	230483104	180984900	214041000	234601300
"slr0825"	1	0	3	20801200	2184210	18677000	0	27965800	18000800	1763950	15156900	14793200	0
"slr0829"	1	0	1	99831504	0	0	0	0	0	0	0	0	0
"slr0835"	1	0	6	142433000	176014996	236858100	186198670	165410000	162296100	145338400	263182800	158778304	193208400
"slr0836"	1	0	1	0	0	0	0	0	0	0	0	0	227935
"slr0838"	1	0	3	37621100	89916100	125306000	124727650	49735800	262631208	195355348	172605300	126060200	141328500
"slr0839"	1	0	2	0	0	0	13035500	0	0	657843968	0	0	0
"slr0841"	1	0	6	236212584	272699400	290242200	178109390	252634004	158114304	232397600	188002700	141962300	177365600
"slr0842"	1	0	2	0	0	5104120	422769	0	0	0	0	0	0
"slr0844"	1	0	4	40303680	61176130	46046690	85232600	55427000	96703760	28916800	46365400	59559270	68188700
"slr0847"	1	0	2	0	0	14343600	26804400	0	6288480	22570000	25644830	11139200	24225000
"slr0848"	1	0	6	462785016	162221350	366780604	209105308	126547400	265326908	144064600	113407840	88419964	33907000
"slr0851"	1	0	2	0	0	4387490	14450500	328266	0	2996170	0	20058600	0
"slr0854"	1	0	4	13055700	13200600	756230804	517958500	576908990	278491392	34985300	19291500	635140106	580138516
"slr0861"	1	0	7	79408200	114944170	236359630	136811340	126609033	150978104	173156460	135980570	178539370	124729600
"slr0863"	1	0	4	62416480	73536600	79181500	91402230	61972500	58793000	94008480	53068600	77280100	72960200
"slr0864"	1	0	4	0	0	18110300	38535750	0	36210800	6978400	19021200	6287980	1249340
"slr0865"	1	0	2	0	0	0	0	0	0	12581200	1211040	11404700	0
"slr0869"	1	0	7	363254588	14645200	96500240	0	14146600	41971900	0	0	59303500	0
"slr0870"	1	0	1	0	0	0	0	0	0	1738530	0	0	0
"slr0871"	1	0	2	0	0	0	5241780	0	1655410	0	0	0	6671290
"slr0872"	1	0	1	0	0	0	0	0	0	6429940	0	0	0
"slr0875"	1	0	1	0	0	39220300	0	0	27089200	0	30466300	0	0
"slr0876"	1	0	5	60019000	134544400	81172400	109212630	87313900	116159800	92684800	130737600	92945700	91861300
"slr0877"	1	0	11	660675856	673650592	958909638	1400355662	913013200	885364008	756192404	995994638	1067596258	1319993896
"slr0879"	1	0	1	163629500	180882500	231885000	169658300	132503104	185148700	288633800	123461500	171432000	217511808
"slr0883"	1	0	2	16009300	0	0	0	21057200	0	2333640	0	0	0
"slr0884"	1	0	10	629843470	649783080	663059908	1006752572	401507034	456425096	614272266	855632762	660396700	878945316
"slr0885"	1	0	1	0	19661300	0	6665600	0	0	0	0	0	0
"slr0886"	1	0	5	289142710	158236130	268238194	295359020	282424420	277792154	261971820	222008900	558655100	335964270
"slr0889"	1	0	1	3066540	0	21956800	8188050	0	14028400	0	21961900	11078400	0
"slr0890"	1	0	1	20133800	0	23511600	15676800	19354300	0	0	0	15851800	0
"slr0891"	1	0	3	0	0	10318900	15005200	0	0	8932280	10569200	0	0
"slr0897"	1	0	1	7786720	0	4852830	0	0	0	0	0	0	0
"slr0898"	1	0	14	529462404	638859765	559242714	694149440	524374701	584936469	466553015	666318146	527778806	558700088
"slr0899"	1	0	3	26081900	282255088	0	66375500	15210200	120435600	47660000	43452100	19708900	0
"slr0900"	1	0	3	35130800	44489400	26848680	76007400	15388720	23422000	32875700	51551500	38398800	17267580
"slr0902"	1	0	3	0	0	8950920	0	0	44269500	0	0	17197000	14607500
"slr0904"	1	0	3	0	0	22571000	5143290	0	3684400	5109610	0	0	0
"slr0906"	1	0	10	584698096	994146132	611606318	777276532	1319591264	776419262	1265826606	1107025737	1285900492	1063183591
"slr0907"	1	0	13	420642950	349177726	269168200	386313504	234084570	326775304	333404070	309547360	294990900	280251704
"slr0909"	1	0	8	159922400	238459830	196652904	233997927	169004931	215037700	187209500	205708580	390400000	185121700
"slr0912"	1	0	4	45363900	15417700	28054800	74585200	81796100	22758800	43392350	10070800	21153100	102115000
"slr0913"	1	0	1	0	0	35121300	20147800	30447300	21738300	33710200	0	40088900	42743200
"slr0914"	1	0	1	0	0	0	0	0	20442700	0	0	0	0
"slr0918"	1	0	2	0	0	2409550	4699660	0	4841130	0	0	2452290	0
"slr0922"	1	0	1	0	0	0	0	0	0	0	0	22664300	0
"slr0923"	1	0	4	332711208	307591800	342209000	321735392	257124392	231351696	290274192	353003846	228475600	201276492
"slr0924"	1	0	4	1026834008	1017766370	1745034804	1283955680	1682040500	1463613586	1485296730	851090400	1914267832	1583874948
"slr0925"	1	0	5	92061640	94939865	69659510	159689820	79601440	83318082	140153880	67452930	50572800	62047680
"slr0929"	1	0	2	24115000	40323400	36829900	40673100	32822000	42548660	48644000	48728860	22876150	32295530
"slr0930"	1	0	5	33153400	42858200	71216410	53387100	55975300	73004040	136722200	59941590	58767280	71146900
"slr0935"	1	0	2	0	0	4597200	0	0	0	0	0	13893950	0
"slr0937"	1	0	3	6715150	0	0	0	7074980	16384300	37875400	16439700	26322800	10700900
"slr0938"	1	0	4	0	7046900	10015500	30178510	0	2904390	9397160	35650810	24031590	20367700
"slr0940"	1	0	8	178809780	162233000	247329300	188432800	231285100	210136500	190341000	152315400	201499556	188655204
"slr0941"	1	0	1	0	0	0	0	0	0	0	10864000	0	0
"slr0942"	1	0	4	186546560	164814200	108837600	233649728	106998200	116732419	135335712	130767600	77895900	130112060
"slr0943"	1	0	6	223002860	282268340	288769504	264885050	156553930	136810190	337726720	160088050	259769190	248629190
"slr0947"	1	0	6	77112600	81039795	133185630	81179500	71379600	65470930	91518150	129467460	129230200	130525351
"slr0950"	1	0	1	6414730	0	0	0	0	0	0	0	0	0
"slr0951"	1	0	1	0	2783860	0	26153700	0	0	0	0	0	14641400
"slr0952"	1	0	5	215614000	56870000	188688600	143436400	147896300	180060200	131189200	99262600	141137200	230154300
"slr0954"	1	0	1	39545220	4157630	11965100	24413300	0	0	0	0	10998900	0
"slr0955"	1	0	1	0	10143700	12505900	0	12850300	13270400	0	0	0	0
"slr0958"	1	0	2	51043000	26893200	29332150	50100700	35089100	76732500	64988400	27967170	26701700	40097560
"slr0959"	1	0	1	0	0	0	0	0	0	0	0	18200100	0
"slr0962"	1	0	3	48270000	26977124	44499100	73008800	0	45081600	49069231	22387410	59692400	26672450
"slr0963"	1	0	17	436086544	770573366	753209424	718686104	637198550	639414877	786242592	565525366	586594706	795358600
"slr0965"	1	0	9	407002890	275133600	301797840	358916500	206441480	568698643	317108462	341561600	352755038	520259044
"slr0966"	1	0	8	542131192	514725484	377403950	502227174	325748000	382959996	472032000	649413500	550337990	535580404
"slr0967"	1	0	2	73989600	27971000	11223400	9113000	0	0	0	0	0	0
"slr0969"	1	0	1	23956800	43785000	18259100	30596900	14827700	39666200	0	50275800	29449600	23387200
"slr0971"	1	0	1	13512200	20755700	0	0	0	0	13305000	7990240	0	0
"slr0974"	1	0	4	403513408	373493778	376809600	502646204	335354618	457629730	479439556	263875490	302853200	226483514
"slr0981"	1	0	3	0	0	0	0	770234	12499700	0	14039200	25259800	0
"slr0982"	1	0	1	0	19619600	0	0	0	0	0	0	0	0
"slr0983"	1	0	2	31472200	0	25361000	27967700	0	18008400	0	0	0	25169900
"slr0984"	1	0	4	27994600	0	15373200	21674500	18522200	33231810	22908630	8032060	427873	13712800
"slr0985"	1	0	2	26517000	50260900	19807600	35849200	20751000	43943100	28849700	0	35428700	25707100
"slr0989"	1	0	1	0	0	0	0	0	0	0	0	4240390	0
"slr0990"	1	0	4	56567000	55930600	49588600	84065000	48977200	62997200	24006740	23044306	47674500	42039350
"slr0993"	1	0	2	0	0	10519100	19998600	25166232	41097490	86353054	6858940	0	0
"slr1020"	1	0	12	460330840	715584080	679362100	770370176	787713304	993943904	753662692	676266590	937845328	931510476
"slr1022"	1	0	12	321979010	483944620	361236870	460614270	253221286	340367900	432239150	467286338	289872190	371560972
"slr1024"	1	0	4	44420250	0	71554500	37547900	43973470	33087300	0	24372600	36236400	51951200
"slr1028"	1	0	1	0	0	0	0	0	0	0	0	2943550	0
"slr1030"	1	0	10	539142500	592163700	622327160	524683892	521431706	733613034	635289384	624651396	763187742	588488080
"slr1031"	1	0	5	166833460	130485200	185983690	318344596	129877280	205044300	101932700	305756204	227378500	269430900
"slr1032"	1	0	1	0	0	0	0	0	0	0	0	15648600	0
"slr1033"	1	0	1	0	0	0	0	0	0	0	7704980	0	11037800
"slr1034"	1	0	6	348138842	245159832	490697908	409380518	502375900	551671702	346879900	150558286	475137092	445803736
"slr1035"	1	0	2	15297700	15789600	19917680	25788120	0	15235800	25115130	24262400	45850100	28216900
"slr1041"	1	0	1	0	12616500	0	8061860	0	0	0	10242700	0	0
"slr1042"	1	0	2	32396700	13366690	116471500	52441500	23807850	61200600	184627552	46871800	27703960	55798700
"slr1043"	1	0	3	65621000	90053700	0	31266100	80787800	34101600	24254000	59417200	0	32315300
"slr1044"	1	0	7	99869925	94948100	77341089	157264096	73503420	55853700	63938190	103697680	25255600	56141450
"slr1048"	1	0	2	3892460	0	0	0	4357059.30078125	0	115655	0	39123994.8007812	0
"slr1051"	1	0	5	221009308	307971720	318149200	270780404	327476008	325640008	132957096	217067400	327776908	267800608
"slr1053"	1	0	1	0	0	0	0	0	0	0	43906900	0	0
"slr1055"	1	0	10	100261190	60502780	32225920	41323570	143513046	81195560	108092910	133440520	174247530	24847575
"slr1056"	1	0	1	0	0	0	0	0	11584300	0	0	0	0
"slr1063"	1	0	5	19468300	43916750	84959500	78539340	24381120	113732900	41919000	67092290	83020300	126093600
"slr1064"	1	0	4	13134000	23371800	51699090	12693500	34485200	20936490	17191150	11276620	25796700	17377590
"slr1066"	1	0	6	57658000	112918800	126266190	105710900	143440510	82519200	79849500	92487680	65330200	88219220
"slr1067"	1	0	4	13897600	34383400	0	10400400	0	44377700	26826800	24502000	0	0
"slr1068"	1	0	1	0	0	0	0	0	474468	0	0	0	0
"slr1069"	1	0	1	0	0	0	0	1987710	0	0	0	0	0
"slr1070"	1	0	1	0	0	20442500	0	0	22846300	19704900	0	12217000	33067000
"slr1071"	1	0	2	0	0	17290600	0	0	0	0	0	6447670	0
"slr1073"	1	0	4	19699700	19338620	25632500	40327200	22826310	46454400	12730500	0	16729020	120172100
"slr1076"	1	0	5	138166700	99138810	102002996	101519700	145901930	64055600	105300180	79461300	89800220	80831000
"slr1077"	1	0	1	0	302378	0	0	0	0	0	0	0	0
"slr1078"	1	0	2	55553000	0	166972992	116706000	143276992	0	25340500	6086600	52992000	10360143
"slr1081"	1	0	1	5483170	0	0	0	0	0	0	0	0	0
"slr1083"	1	0	1	0	0	0	10190300	0	0	0	0	0	0
"slr1087"	1	0	4	0	6801650	0	11755100	0	13164300	0	0	7735795	11061900
"slr1090"	1	0	3	19529800	49640300	56236630	36595000	34964300	40050300	47898400	47438460	32044000	43672600
"slr1094"	1	0	1	0	0	0	0	388037	0	0	0	0	0
"slr1096"	1	0	5	193541400	184376600	100869404	224133400	154500900	130818400	357791704	222422700	239439304	251396604
"slr1097"	1	0	6	32540410	50836880	98572180	166456300	64576060	112200290	100734910	49777900	119752404	55707900
"slr1098"	1	0	6	90100000	68153500	50322750	51990300	10057600	94975000	46425900	155727300	92288700	157681514
"slr1100"	1	0	2	0	20190310	7303520	13335300	0	0	6147920	0	13194400	0
