# Protein abundances computed from file '/media/storage/timothy/tmp/knime_labelfree_MSGFp27083/fs-Conse_0-134-27089/000/000/ConsensusMapNormalizer_0/20190125_FA_005_R1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN', 11: 'UNKNOWN', 12: 'UNKNOWN', 13: 'UNKNOWN', 14: 'UNKNOWN', 15: 'UNKNOWN', 16: 'UNKNOWN', 17: 'UNKNOWN', 18: 'UNKNOWN', 19: 'UNKNOWN', 20: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"	"abundance_11"	"abundance_12"	"abundance_13"	"abundance_14"	"abundance_15"	"abundance_16"	"abundance_17"	"abundance_18"	"abundance_19"	"abundance_20"
"tr|Q0K2Y3|Q0K2Y3_CUPNH"	1	0	1	0	34096500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49819800	0	0
"tr|Q0K2Y5|Q0K2Y5_CUPNH"	1	0	1	0	0	0	0	0	0	0	808739968	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K2Y7|Q0K2Y7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73665904	0	0
"tr|Q0K2Z1|Q0K2Z1_CUPNH"	1	0	1	0	0	0	0	0	0	268004	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K2Z3|Q0K2Z3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51366000	0	0
"tr|Q0K2Z6|Q0K2Z6_CUPNH"	1	0	1	0	0	0	0	4066940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K301|Q0K301_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	144519008	0	0	0	0	0	0	0
"tr|Q0K304|Q0K304_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24217100	0	0	0	0
"tr|Q0K306|Q0K306_CUPNH"	1	0	5	116405396	380815608	291995600	217871296	0	307755008	73779700	86273100	0	0	0	0	0	0	0	26884500	0	0	28072600	0
"tr|Q0K308|Q0K308_CUPNH"	1	0	13	1476672116	1682236124	218793278	1366803632	1367071980	792360900	2233004216	3692643768	1316041954	2059698316	3399181948	2297635822	165088900	1023360424	2014249972	946348108	244425596	1025741300	404119804	857205004
"tr|Q0K313|Q0K313_CUPNH"	1	0	4	102941900	125533600	79599500	115939000	48569000	0	29901900	43657800	40115800	0	34554200	131487000	0	0	36789300	52572800	0	0	0	0
"tr|Q0K314|Q0K314_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38161800	0	0	0	0	0	0
"tr|Q0K315|Q0K315_CUPNH"	1	0	1	0	0	0	0	0	13957400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K317|Q0K317_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3189640	0	0	5789020	0	0
"tr|Q0K322|Q0K322_CUPNH"	1	0	1	37556700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K328|Q0K328_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636947968	0	0	0	0	0
"tr|Q0K333|Q0K333_CUPNH"	1	0	2	24835550	55785520	111173250	182591800	173361296	110482800	11213900	188909500	81389000	168744992	176175760	207679800	22741330	120258904	155759900	48096700	18901840	139856000	3007470	0
"tr|Q0K334|Q0K334_CUPNH"	1	0	3	64463800	64943900	21520250	37564700	22109200	15832400	0	38601500	11618000	0	7881880	6413080	0	0	5786930	0	0	0	0	4806560
"tr|Q0K335|Q0K335_CUPNH"	1	0	1	4650280	1946000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K338|Q0K338_CUPNH"	1	0	13	3634711988	2596477016	1262618192	1628948416	78369000	303899496	365581100	150738400	0	33867500	57947100	0	0	0	18011750	0	48690400	0	0	0
"tr|Q0K339|Q0K339_CUPNH"	1	0	1	13228300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K348|Q0K348_CUPNH"	1	0	1	0	99835296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K351|Q0K351_CUPNH"	1	0	1	0	206040000	80523504	0	0	70140800	89280600	113743000	0	0	0	0	0	173928000	167564992	115076000	0	0	0	150906000
"tr|Q0K352|Q0K352_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	39303800	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K355|Q0K355_CUPNH"	1	0	1	0	0	0	0	0	135536000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K357|Q0K357_CUPNH"	1	0	4	110382500	10460000	0	0	0	0	29697200	6142030	0	0	0	0	0	0	113826000	0	0	0	0	0
"tr|Q0K359|Q0K359_CUPNH"	1	0	1	0	0	0	0	0	0	74818400	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K361|Q0K361_CUPNH"	1	0	8	547285198	565445912	570838688	411556092	507414076	320606800	831857514	420036896	338729572	330945304	176654104	994890016	370914268	352950900	127231900	958530011	400722790	367551600	384232804	389760496
"tr|Q0K362|Q0K362_CUPNH"	1	0	2	36847100	0	0	0	0	0	0	0	0	0	0	0	33422400	0	0	0	0	0	0	0
"tr|Q0K363|Q0K363_CUPNH"	1	0	6	115725500	0	124169300	155114004	93742000	74208096	272391600	157623320	69092200	81113200	0	47479300	0	0	108977000	3810690	0	0	0	0
"tr|Q0K367|Q0K367_CUPNH"	1	0	5	141723104	0	0	0	83981640	6888000	100037100	0	0	0	0	0	0	0	0	15248000	0	0	0	0
"tr|Q0K368|Q0K368_CUPNH"	1	0	10	1652202796	3840224376	4159930546	6877032992	2531259120	5217188884	2467785474	4251798992	1661461168	2406817730	3542706620	3896154418	1017604688	2273057826	2820125158	612882232	762719392	917315980	950302760	2172082084
"tr|Q0K370|Q0K370_CUPNH"	1	0	7	145530100	0	0	44217200	159613100	75713296	51521600	0	120791396	53079400	96354400	58446700	27753500	565849	56921400	55928800	21639800	0	46157400	55773600
"tr|Q0K371|Q0K371_CUPNH"	1	0	3	281688000	569378108	539602900	514136008	554313596	406798900	102658196	400088196	191091400	223126100	214162400	193711400	40691100	15415200	168716000	123444200	0	0	21056300	10258800
"tr|Q0K373|Q0K373_CUPNH"	1	0	2	0	0	0	0	0	0	0	5011130	0	0	0	0	0	0	0	0	75808704	0	0	0
"tr|Q0K374|Q0K374_CUPNH"	1	0	1	855329984	0	0	0	0	0	0	2089590016	0	0	1350940032	0	0	639763008	0	0	0	843612992	618105024	0
"tr|Q0K375|Q0K375_CUPNH"	1	0	2	0	0	0	0	0	44927700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K376|Q0K376_CUPNH"	1	0	2	0	47602000	0	0	48808500	0	10702400	0	31078200	20516100	0	0	0	0	41764100	0	0	0	0	0
"tr|Q0K379|Q0K379_CUPNH"	1	0	7	44651100	105763000	0	0	27714300	55094800	136614120	79914800	34051900	230547592	0	23198400	0	123052000	22104000	0	139563560	0	0	0
"tr|Q0K380|Q0K380_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	3236390	3961190	0	0	0	0	5337680	0	0	0	0
"tr|Q0K381|Q0K381_CUPNH"	1	0	1	0	0	0	0	0	0	0	39229700	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K385|Q0K385_CUPNH"	1	0	1	0	98855696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K386|Q0K386_CUPNH"	1	0	5	65824300	124974000	0	0	13125800	0	199818000	0	0	0	0	0	100661300	22403800	0	25752100	0	0	0	0
"tr|Q0K389|Q0K389_CUPNH"	1	0	2	19393200	0	0	0	9776690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K390|Q0K390_CUPNH"	1	0	1	8856950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K392|Q0K392_CUPNH"	1	0	1	0	33806600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K393|Q0K393_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50662700	0	0	0	0	0	0	0
"tr|Q0K396|Q0K396_CUPNH"	1	0	1	10847500	85832896	26641400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K397|Q0K397_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	24547200	0	0	0	0	0	0	24310900	0	0	0	0
"tr|Q0K399|Q0K399_CUPNH"	1	0	1	0	0	0	0	98557800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3A5|Q0K3A5_CUPNH"	1	0	1	227262000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41145400	0	0	0	0
"tr|Q0K3A6|Q0K3A6_CUPNH"	1	0	1	30063400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3A9|Q0K3A9_CUPNH"	1	0	1	0	5984130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3B3|Q0K3B3_CUPNH"	1	0	2	21827800	26507700	0	0	0	15423800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3B4|Q0K3B4_CUPNH"	1	0	4	551673293	82180500	64525400	66384800	0	0	134590000	15773100	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3B6|Q0K3B6_CUPNH"	1	0	3	23775770	135640992	164372992	322419792	69934400	259449008	62758900	110648000	21421800	194956504	207990408	290631008	15679900	154435008	195987496	62767300	38577300	98589296	144610300	63175400
"tr|Q0K3B7|Q0K3B7_CUPNH"	1	0	1	34720500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3B8|Q0K3B8_CUPNH"	1	0	1	0	0	0	0	96200600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3C3|Q0K3C3_CUPNH"	1	0	1	9619670	0	0	0	25900600	24456400	0	0	11676000	21680000	14120200	8725540	6768540	0	17270800	6676540	0	13043400	0	0
"tr|Q0K3C5|Q0K3C5_CUPNH"	1	0	1	73974600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3C6|Q0K3C6_CUPNH"	1	0	3	39293600	0	108810000	238694200	89083104	0	0	0	0	0	0	0	0	0	0	0	14422900	0	0	0
"tr|Q0K3C7|Q0K3C7_CUPNH"	1	0	22	2775428946	1240303008	606754304	2841133094	1363570120	691308290	445946100	2215439388	587418208	504166792	521974500	729750900	269339804	336261608	718559992	323355400	340561150	267673008	522395400	646172404
"tr|Q0K3D0|Q0K3D0_CUPNH"	1	0	1	0	8359590	0	7651430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3D1|Q0K3D1_CUPNH"	1	0	1	0	14437800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3D7|Q0K3D7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123558000	0	0	0	0
"tr|Q0K3D8|Q0K3D8_CUPNH"	1	0	2	150459100	510559584	325499300	129232504	9622080	94599900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3D9|Q0K3D9_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	490209984	0	0	27207000	0	0	0	0	0	0	0
"tr|Q0K3E0|Q0K3E0_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5629870	0	0	0	0
"tr|Q0K3E1|Q0K3E1_CUPNH"	1	0	2	5876410	37434100	13296600	22417300	26370800	29470100	0	97370500	16354600	34434900	49492900	0	9445740	16858200	18993400	6747560	9294810	25510600	12544600	87217100
"tr|Q0K3E5|Q0K3E5_CUPNH"	1	0	1	0	0	0	89821696	0	0	0	0	0	0	0	0	0	0	0	0	0	53361600	0	0
"tr|Q0K3E6|Q0K3E6_CUPNH"	1	0	1	19335000	72173000	141546000	60436800	0	62476400	47925500	102741000	0	52166300	142276000	30527600	0	0	91449600	6413560	0	0	0	37158200
"tr|Q0K3E7|Q0K3E7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784131
"tr|Q0K3E8|Q0K3E8_CUPNH"	1	0	1	0	0	32526500	0	42057400	0	7872540	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3F1|Q0K3F1_CUPNH"	1	0	9	65468000	0	0	0	0	0	185106600	32732100	0	64818050	242532350	0	97880200	5376670	6483930	117992900	125548200	46341800	89058100	129424000
"tr|Q0K3F2|Q0K3F2_CUPNH"	1	0	7	204133696	109692000	109503000	0	192072504	168546000	507328200	20793500	100778500	116256200	50481700	0	443313900	52225600	50554400	192735200	113311600	0	0	48606300
"tr|Q0K3F5|Q0K3F5_CUPNH"	1	0	1	0	0	0	0	364961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3G6|Q0K3G6_CUPNH"	1	0	1	2154330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3H2|Q0K3H2_CUPNH"	1	0	1	0	0	73700800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3H3|Q0K3H3_CUPNH"	1	0	1	0	0	0	0	0	56972000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3H4|Q0K3H4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	71885200	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3H7|Q0K3H7_CUPNH"	1	0	1	0	623245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1979090	0	0
"tr|Q0K3H9|Q0K3H9_CUPNH"	1	0	2	0	0	0	0	16451700	0	0	0	0	0	0	0	0	0	0	0	0	41714900	0	0
"tr|Q0K3I1|Q0K3I1_CUPNH"	1	0	1	0	0	0	0	0	0	19614900	0	0	0	0	0	0	0	0	19932700	0	0	0	0
"tr|Q0K3J1|Q0K3J1_CUPNH"	1	0	2	25370700	87214400	161857406	79865560	72982000	35801200	19698600	0	25257500	50448900	43460800	6467910	11039900	29110100	24200200	15156300	0	34387300	0	21883700
"tr|Q0K3J2|Q0K3J2_CUPNH"	1	0	1	0	0	0	0	0	0	9229390	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3J5|Q0K3J5_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25992000	0	0	0	0	0	0	0
"tr|Q0K3J7|Q0K3J7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34195700	0	0	0	0	0	0	0
"tr|Q0K3K1|Q0K3K1_CUPNH"	1	0	1	0	0	0	0	0	0	5813700	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3K6|Q0K3K6_CUPNH"	1	0	4	52962600	0	0	0	0	27892100	161670400	54845100	0	0	0	0	25366300	0	0	0	0	0	0	0
"tr|Q0K3L3|Q0K3L3_CUPNH"	1	0	1	0	5596790	0	3005810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3L6|Q0K3L6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	9746610	0	0	0	0	0	0	0	0
"tr|Q0K3L7|Q0K3L7_CUPNH"	1	0	4	79065504	0	55254010	3489940	0	0	65016700	0	0	0	0	0	16881200	0	0	11683300	0	0	0	0
"tr|Q0K3L8|Q0K3L8_CUPNH"	1	0	3	380224000	357183000	218042700	9448500	117118000	102966000	81262496	0	0	0	0	0	27270300	0	0	11797700	0	0	0	0
"tr|Q0K3M1|Q0K3M1_CUPNH"	1	0	1	24390300	301476000	150944000	252303008	49326800	0	36263600	0	0	74756496	63815900	127368000	0	0	51195200	14321400	7637980	42046300	0	33966000
"tr|Q0K3M2|Q0K3M2_CUPNH"	1	0	1	8739100	14722600	14160800	24342100	0	26674800	21455900	43685600	8396480	0	38163400	13924300	9688700	22517400	20094600	20206400	6689680	0	0	18980000
"tr|Q0K3M6|Q0K3M6_CUPNH"	1	0	2	55460300	167251008	122073000	121881000	0	169728000	42497600	61632500	0	0	0	0	0	0	52741800	0	0	0	0	0
"tr|Q0K3M7|Q0K3M7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	2807170	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3M9|Q0K3M9_CUPNH"	1	0	1	0	0	0	0	12618300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3N5|Q0K3N5_CUPNH"	1	0	6	769776584	520590600	676574600	363850784	511007800	480035008	449667880	291028300	145547008	109344000	133984000	160338000	84016400	102856000	0	42446200	18884300	115475000	112908000	68757504
"tr|Q0K3N6|Q0K3N6_CUPNH"	1	0	2	43096100	0	0	0	26269820	0	27295200	0	6511960	0	0	0	0	0	11688600	0	0	0	0	0
"tr|Q0K3N8|Q0K3N8_CUPNH"	1	0	9	170285760	0	268040000	133193000	8562200	250587008	254393900	0	94892270	0	0	0	154921800	13091800	60745590	59390920	167602200	0	52911400	0
"tr|Q0K3P0|Q0K3P0_CUPNH"	1	0	3	32327800	0	0	0	0	0	146814296	6057960	0	0	0	7265220	51471900	0	0	17579900	25010700	0	0	0
"tr|Q0K3P1|Q0K3P1_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	471015	0	0	0	455647	0	0	0
"tr|Q0K3P4|Q0K3P4_CUPNH"	1	0	6	0	0	0	0	0	0	0	0	40981200	0	0	0	55014200	0	0	0	226800900	0	0	0
"tr|Q0K3P5|Q0K3P5_CUPNH"	1	0	2	0	0	0	0	16194500	0	0	0	77307600	9941820	15028100	11347100	137511008	23245800	19737500	23634200	168994000	12287300	14644700	12641200
"tr|Q0K3P6|Q0K3P6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24185300	0	0	0	0	0	0	0
"tr|Q0K3P7|Q0K3P7_CUPNH"	1	0	2	0	0	41639000	0	0	2863400	0	284158016	0	0	21589000	0	0	0	0	0	0	0	0	0
"tr|Q0K3Q3|Q0K3Q3_CUPNH"	1	0	8	468196792	126122010	30623480	368404202	89079300	0	0	0	0	0	877735	0	0	0	0	0	0	0	0	0
"tr|Q0K3Q5|Q0K3Q5_CUPNH"	1	0	2	0	0	0	0	0	10960500	0	0	0	0	0	0	0	0	0	0	183232992	0	0	26071200
"tr|Q0K3Q6|Q0K3Q6_CUPNH"	1	0	10	75091198	627098134	400676104	549022992	706379976	1408362716	192097600	988053762	480256900	762297420	769393944	713972480	176603096	994621376	293831838	396621192	126496111	855034586	1034269492	410827816
"tr|Q0K3Q9|Q0K3Q9_CUPNH"	1	0	18	25874180	8544650	0	0	79168300	0	10962000	41349000	67749200	11191000	0	290611992	571432336	184447100	36007400	190519842	491396300	203056772	82782600	293973200
"tr|Q0K3R1|Q0K3R1_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6339010	0	0	0	0
"tr|Q0K3R4|Q0K3R4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22821200
"tr|Q0K3R8|Q0K3R8_CUPNH"	1	0	5	75766600	0	0	6978090	0	11500400	0	8893050	0	0	0	0	47762600	15600700	0	20392000	32780900	43525900	5026140	0
"tr|Q0K3S3|Q0K3S3_CUPNH"	1	0	7	446748788	33142300	112607100	39011220	42973300	204682000	94865696	0	25228900	15959400	51666300	0	27036900	0	19764750	66862100	0	83133100	0	2642400
"tr|Q0K3S9|Q0K3S9_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	253096992	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3T7|Q0K3T7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42240400	0	0	0	0	0	0	0
"tr|Q0K3U0|Q0K3U0_CUPNH"	1	0	2	37941900	155584000	0	104169000	0	72870096	0	76726096	0	0	0	0	0	0	0	0	7698490	0	0	0
"tr|Q0K3U1|Q0K3U1_CUPNH"	1	0	2	7438590	45308900	45166300	55273900	34909100	38648500	26298550	0	27015200	184252800	40476900	0	6720000	0	165344000	37978580	404593	4305800	39398300	70427504
"tr|Q0K3U3|Q0K3U3_CUPNH"	1	0	1	0	0	0	0	0	0	0	3773700	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3U9|Q0K3U9_CUPNH"	1	0	1	0	0	0	5316360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3V2|Q0K3V2_CUPNH"	1	0	1	0	19097100	7498220	7970450	10400300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3V4|Q0K3V4_CUPNH"	1	0	1	0	0	0	0	0	1916190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3V5|Q0K3V5_CUPNH"	1	0	6	30486000	51439200	232923296	143035004	1069040	0	0	0	0	0	0	0	0	0	0	59626900	0	7393410	0	0
"tr|Q0K3V7|Q0K3V7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18052700	0	0	0
"tr|Q0K3V8|Q0K3V8_CUPNH"	1	0	1	0	0	0	0	0	0	21386500	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3W0|Q0K3W0_CUPNH"	1	0	1	0	0	232350000	184687008	0	0	0	158220992	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3W3|Q0K3W3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681190	0	0	0	0
"tr|Q0K3W4|Q0K3W4_CUPNH"	1	0	2	29202600	208120900	81870400	141740900	0	0	31200400	0	0	7645160	0	8228600	15931200	0	10920100	0	0	0	0	0
"tr|Q0K3W5|Q0K3W5_CUPNH"	1	0	11	1428578908	832176508	1384882618	368286100	640966716	407953704	1192561112	509860400	269099196	521331004	652263800	287014304	913351800	548801084	255436300	681009016	720590800	409594604	324149540	367367196
"tr|Q0K3W7|Q0K3W7_CUPNH"	1	0	1	0	0	0	123884000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3W8|Q0K3W8_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552439	1267440	0	0	0
"tr|Q0K3X7|Q0K3X7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3928230	0	0	0	0
"tr|Q0K3X8|Q0K3X8_CUPNH"	1	0	1	0	2392020	0	3931130	0	0	0	0	0	0	6088370	0	0	7719160	0	0	0	0	15600700	13309300
"tr|Q0K3X9|Q0K3X9_CUPNH"	1	0	1	0	0	69238096	0	0	0	0	0	0	0	0	0	0	211628000	7234430	0	0	0	0	0
"tr|Q0K3Y0|Q0K3Y0_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	466130	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3Y3|Q0K3Y3_CUPNH"	1	0	9	246245000	7647880	3666310	8960692	26691600	14722700	138105316	28733700	74189880	20063400	72815700	41222800	97932800	6488590	13303002	20216600	85648900	8623061	8681941	9015002
"tr|Q0K3Y5|Q0K3Y5_CUPNH"	1	0	1	145601900	0	0	0	0	0	117355200	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3Y6|Q0K3Y6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469097	0	0	0	0
"tr|Q0K3Z2|Q0K3Z2_CUPNH"	1	0	2	0	0	0	0	193956	0	0	0	0	0	0	0	0	0	0	0	62610800	0	0	0
"tr|Q0K3Z5|Q0K3Z5_CUPNH"	1	0	1	0	60219500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K3Z6|Q0K3Z6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348428000	0	0
"tr|Q0K3Z8|Q0K3Z8_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10691100	0	0
"tr|Q0K3Z9|Q0K3Z9_CUPNH"	1	0	1	0	0	136020992	0	0	0	0	0	0	0	0	0	0	65493700	0	0	0	0	0	0
"tr|Q0K406|Q0K406_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20786100	0	0	56323800
"tr|Q0K407|Q0K407_CUPNH"	1	0	2	33434900	42488600	31740300	31078500	39597400	0	36499700	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K416|Q0K416_CUPNH"	1	0	1	0	0	0	0	0	0	0	44360000	0	0	0	0	0	0	0	0	0	0	0	23227700
"tr|Q0K417|Q0K417_CUPNH"	1	0	1	0	0	0	0	0	0	0	471988	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K418|Q0K418_CUPNH"	1	0	2	0	0	63398200	159255008	0	0	34307300	0	0	0	112618000	0	0	0	0	0	0	0	0	0
"tr|Q0K429|Q0K429_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30404900	0	0	0	0	0	0	0
"tr|Q0K434|Q0K434_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13735100	0	0	0	0	0	0	0
"tr|Q0K438|Q0K438_CUPNH"	1	0	2	52523100	0	29428900	0	0	0	0	0	0	0	0	0	43945700	69808000	0	0	0	0	0	37758500
"tr|Q0K452|Q0K452_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	151645100	0	71491296	0	9749400	0	0	267891008
"tr|Q0K454|Q0K454_CUPNH"	1	0	1	0	590413984	0	630670976	351199216	316157200	42261600	398816992	0	2710320960	568046016	232372000	58382800	382244992	900875008	154194200	0	250476992	253852992	0
"tr|Q0K456|Q0K456_CUPNH"	1	0	1	0	0	0	0	0	0	0	20246600	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K458|Q0K458_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	17669400	0	0	0	0	2927860	0	0	0	0
"tr|Q0K459|Q0K459_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1299950	0	0	0	0	0	0	0	0
"tr|Q0K460|Q0K460_CUPNH"	1	0	1	0	0	0	0	0	91322800	0	0	0	0	0	60694700	0	0	0	0	0	0	0	0
"tr|Q0K463|Q0K463_CUPNH"	1	0	4	0	953807940	216810850	168663750	208706000	491082898	335394208	715549018	47438800	797292992	441718984	439019358	74022496	130077910	247996992	104684310	52362500	521862510	783650272	131503750
"tr|Q0K464|Q0K464_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30608000	0	0	0	7322660	0	0
"tr|Q0K465|Q0K465_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	85122096	0	0	0	0	0	0	0	87726800	0
"tr|Q0K477|Q0K477_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	643203968	0	0	0	0	0	0	0	0	0	0
"tr|Q0K481|Q0K481_CUPNH"	1	0	1	750714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
